ACEI,Type,dmd,Description
Perindopril,ACEI,5538211000001104,Coversyl 4mg tablets (PI) (Dowelhurst Ltd) (product)
Perindopril,ACEI,5538311000001107,Coversyl 4mg tablets (PI) (Dowelhurst Ltd) 30 tablet (product)
Perindopril,ACEI,5538411000001100,Coversyl 4mg tablets (PI) (Dowelhurst Ltd) 50 tablet 2 x 25 tablets (product)
Perindopril,ACEI,5538611000001102,Coversyl 4mg tablets (PI) (Dowelhurst Ltd) 100 tablet 4 x 25 tablets (product)
Perindopril,ACEI,8646011000001109,Perindopril 2mg/5ml oral suspension 1 ml (product)
Perindopril,ACEI,8646211000001104,Perindopril 2mg/5ml oral suspension (Special Order) (product)
Perindopril,ACEI,8646411000001100,Perindopril 2mg/5ml oral suspension (Special Order) 1 ml (product)
Perindopril,ACEI,8646911000001108,Perindopril 4mg/5ml oral suspension 1 ml (product)
Perindopril,ACEI,8647111000001108,Perindopril 4mg/5ml oral suspension (Special Order) (product)
Perindopril,ACEI,8647311000001105,Perindopril 4mg/5ml oral suspension (Special Order) 1 ml (product)
Perindopril,ACEI,8671211000001106,Perindopril 2mg/5ml oral suspension (product)
Perindopril,ACEI,8671311000001103,Perindopril 4mg/5ml oral suspension (product)
Perindopril,ACEI,9248201000001100,Coversyl (product)
Perindopril,ACEI + TZ,9248301000001109,Coversyl Plus (product)
Perindopril,ACEI,9433201000001106,Coversyl (qualifier value)
Perindopril,ACEI,9562001000001105,Coversyl Arginine Plus (product)
Perindopril,ACEI,9568001000001108,Coversyl (product)
Perindopril,ACEI,9568101000001109,Coversyl Arginine (product)
Perindopril,ACEI,9574001000001107,Coversyl (qualifier value)
Perindopril,ACEI,9752101000001100,PERINDOPRIL ARGININE (product)
Perindopril,ACEI,9808201000001104,PERINDOPRIL ARGININE 2.5mg tablets (product)
Perindopril,ACEI,9808301000001108,PERINDOPRIL ARGININE 5mg tablets (product)
Perindopril,ACEI,9808401000001100,PERINDOPRIL ARGININE 10mg tablets (product)
Perindopril,ACEI + TZ,9808501000001101,PERINDOPRIL ARGININE+INDAPAMIDE 5mg/1.25mg tablets (product)
Perindopril,ACEI,9889401000001105,COVERSYL ARGININE 2.5mg tablets (product)
Perindopril,ACEI,9889501000001109,COVERSYL ARGININE 5mg tablets (product)
Perindopril,ACEI,9889601000001108,COVERSYL ARGININE 10mg tablets (product)
Perindopril,ACEI + TZ,9889701000001103,COVERSYL ARGININE PLUS 5mg/1.25mg tablets (product)
Perindopril,ACEI,10512411000001100,Coversyl 4mg tablets (PI) (Waymade Ltd) (product)
Perindopril,ACEI,10512511000001101,Coversyl 4mg tablets (PI) (Waymade Ltd) 50 tablet (product)
Perindopril,ACEI,10742711000001102,Perindopril 2mg tablets (Kent Pharmaceuticals Ltd) (product)
Perindopril,ACEI,10743111000001109,Perindopril 2mg tablets (Kent Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,10743211000001103,Perindopril 4mg tablets (Kent Pharmaceuticals Ltd) (product)
Perindopril,ACEI,10743311000001106,Perindopril 4mg tablets (Kent Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,10828511000001108,Perindopril 2mg tablets (A A H Pharmaceuticals Ltd) (product)
Perindopril,ACEI,10828611000001107,Perindopril 2mg tablets (A A H Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,10828711000001103,Perindopril 4mg tablets (A A H Pharmaceuticals Ltd) (product)
Perindopril,ACEI,10828811000001106,Perindopril 4mg tablets (A A H Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,10829111000001106,Perindopril 8mg tablets (A A H Pharmaceuticals Ltd) (product)
Perindopril,ACEI,10829211000001100,Perindopril 8mg tablets (A A H Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,10838711000001100,Coversyl 4mg tablets (PI) (Waymade Ltd) 30 tablet (product)
Perindopril,ACEI,11879711000001104,Perindopril 2mg tablets (Teva UK Ltd) (product)
Perindopril,ACEI,11879811000001107,Perindopril 2mg tablets (Teva UK Ltd) 30 tablet (product)
Perindopril,ACEI,11879911000001102,Perindopril 4mg tablets (Teva UK Ltd) (product)
Perindopril,ACEI,11880011000001101,Perindopril 4mg tablets (Teva UK Ltd) 30 tablet (product)
Perindopril,ACEI,11880111000001100,Perindopril 8mg tablets (Teva UK Ltd) (product)
Perindopril,ACEI,11880211000001106,Perindopril 8mg tablets (Teva UK Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,11925111000001106,Perindopril 8mg tablets (Kent Pharmaceuticals Ltd) (product)
Perindopril,ACEI,11925211000001100,Perindopril 8mg tablets (Kent Pharmaceuticals Ltd) 30 tablet 2 x 15 tablets (product)
Perindopril,ACEI,12060711000001101,Perindopril 2mg tablets (UniChem Ltd) (product)
Perindopril,ACEI,12060911000001104,Perindopril 2mg tablets (UniChem Ltd) 30 tablet (product)
Perindopril,ACEI,12061211000001102,Perindopril 4mg tablets (UniChem Ltd) (product)
Perindopril,ACEI,12061311000001105,Perindopril 4mg tablets (UniChem Ltd) 30 tablet (product)
Perindopril,ACEI,12061411000001103,Perindopril 8mg tablets (UniChem Ltd) (product)
Perindopril,ACEI,12061511000001104,Perindopril 8mg tablets (UniChem Ltd) 30 tablet (product)
Perindopril,ACEI + TZ,12198011000001107,Coversyl Plus tablets (Waymade Healthcare Plc) (product)
Perindopril,ACEI + TZ,12198111000001108,Coversyl Plus tablets (Waymade Healthcare Plc) 30 tablet (product)
Perindopril,ACEI,12498511000001100,Perindopril 2mg tablets (Actavis UK Ltd) (product)
Perindopril,ACEI,12498611000001101,Perindopril 2mg tablets (Actavis UK Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,12498711000001105,Perindopril 4mg tablets (Actavis UK Ltd) (product)
Perindopril,ACEI,12498811000001102,Perindopril 4mg tablets (Actavis UK Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,12498911000001107,Perindopril 8mg tablets (Actavis UK Ltd) (product)
Perindopril,ACEI,12499011000001103,Perindopril 8mg tablets (Actavis UK Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,12995611000001109,Perindopril 1mg/5ml oral suspension 1 ml (product)
Perindopril,ACEI,12995911000001103,Perindopril 1mg/5ml oral suspension (Special Order) (product)
Perindopril,ACEI,12996211000001101,Perindopril 1mg/5ml oral suspension (Special Order) 1 ml (product)
Perindopril,ACEI,12996411000001102,Perindopril 1mg/5ml oral solution 1 ml (product)
Perindopril,ACEI,12996511000001103,Perindopril 1mg/5ml oral solution (Special Order) (product)
Perindopril,ACEI,12996711000001108,Perindopril 1mg/5ml oral solution (Special Order) 1 ml (product)
Perindopril,ACEI,13011211000001107,Perindopril 1mg/5ml oral solution (product)
Perindopril,ACEI,13011311000001104,Perindopril 1mg/5ml oral suspension (product)
Perindopril,ACEI + TZ,13108211000001105,Coversyl Plus tablets (Dowelhurst Ltd) (product)
Perindopril,ACEI + TZ,13108311000001102,Coversyl Plus tablets (Dowelhurst Ltd) 30 tablet (product)
Perindopril,ACEI,13108611000001107,Coversyl 8mg tablets (Dowelhurst Ltd) (product)
Perindopril,ACEI,13108811000001106,Coversyl 8mg tablets (Dowelhurst Ltd) 30 tablet (product)
Perindopril,ACEI,13239011000001101,Perindopril 2mg tablets (Dowelhurst Ltd) (product)
Perindopril,ACEI,13239211000001106,Perindopril 2mg tablets (Dowelhurst Ltd) 30 tablet (product)
Perindopril,ACEI,13239611000001108,Perindopril 8mg tablets (Dowelhurst Ltd) (product)
Perindopril,ACEI,13239711000001104,Perindopril 8mg tablets (Dowelhurst Ltd) 30 tablet (product)
Perindopril,ACEI,13304211000001107,Perindopril arginine (substance)
Perindopril,ACEI + TZ,13444211000001107,Perindopril arginine 5mg / Indapamide 1.25mg tablets 30 tablet (product)
Perindopril,ACEI + TZ,13444311000001104,Coversyl Arginine Plus 5mg/1.25mg tablets (Servier Laboratories Ltd) (product)
Perindopril,ACEI + TZ,13444411000001106,Coversyl Arginine Plus 5mg/1.25mg tablets (Servier Laboratories Ltd) 30 tablet (product)
Perindopril,ACEI,13444511000001105,Perindopril arginine 10mg tablets 30 tablet (product)
Perindopril,ACEI,13444611000001109,Coversyl Arginine 10mg tablets (Servier Laboratories Ltd) (product)
Perindopril,ACEI,13444711000001100,Coversyl Arginine 10mg tablets (Servier Laboratories Ltd) 30 tablet (product)
Perindopril,ACEI,13444811000001108,Perindopril arginine 5mg tablets 30 tablet (product)
Perindopril,ACEI,13444911000001103,Coversyl Arginine 5mg tablets (Servier Laboratories Ltd) (product)
Perindopril,ACEI,13445011000001103,Coversyl Arginine 5mg tablets (Servier Laboratories Ltd) 30 tablet (product)
Perindopril,ACEI,13445111000001102,Perindopril arginine 2.5mg tablets 30 tablet (product)
Perindopril,ACEI,13445211000001108,Coversyl Arginine 2.5mg tablets (Servier Laboratories Ltd) (product)
Perindopril,ACEI,13445311000001100,Coversyl Arginine 2.5mg tablets (Servier Laboratories Ltd) 30 tablet (product)
Perindopril,ACEI,13454111000001103,Perindopril arginine 10mg tablets (product)
Perindopril,ACEI,13454211000001109,Perindopril arginine 2.5mg tablets (product)
Perindopril,ACEI + TZ,13454311000001101,Perindopril arginine 5mg / Indapamide 1.25mg tablets (product)
Perindopril,ACEI,13454411000001108,Perindopril arginine 5mg tablets (product)
Perindopril,ACEI,13651711000001102,Perindopril erbumine 2mg tablets (Sandoz Ltd) (product)
Perindopril,ACEI,13651911000001100,Perindopril erbumine 2mg tablets (Sandoz Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,13652011000001107,Perindopril erbumine 4mg tablets (Sandoz Ltd) (product)
Perindopril,ACEI,13652111000001108,Perindopril erbumine 4mg tablets (Sandoz Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,13767611000001103,Perindopril erbumine 2mg tablets (Apotex Europe Ltd) (product)
Perindopril,ACEI,13767711000001107,Perindopril erbumine 2mg tablets (Apotex Europe Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,13767811000001104,Perindopril erbumine 4mg tablets (Apotex Europe Ltd) (product)
Perindopril,ACEI,13767911000001109,Perindopril erbumine 4mg tablets (Apotex Europe Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,13768011000001106,Perindopril erbumine 8mg tablets (Apotex Europe Ltd) (product)
Perindopril,ACEI,13768111000001107,Perindopril erbumine 8mg tablets (Apotex Europe Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI + TZ,13939711000001103,Coversyl Arginine Plus 5mg/1.25mg tablets (Waymade Healthcare Plc) (product)
Perindopril,ACEI + TZ,13939811000001106,Coversyl Arginine Plus 5mg/1.25mg tablets (Waymade Healthcare Plc) 30 tablet (product)
Perindopril,ACEI,14032111000001102,Perindopril 8mg/5ml oral solution 1 ml (product)
Perindopril,ACEI,14032211000001108,Perindopril 8mg/5ml oral solution (Special Order) (product)
Perindopril,ACEI,14032311000001100,Perindopril 8mg/5ml oral solution (Special Order) 1 ml (product)
Perindopril,ACEI,14032411000001107,Perindopril 8mg/5ml oral suspension 1 ml (product)
Perindopril,ACEI,14032511000001106,Perindopril 8mg/5ml oral suspension (Special Order) (product)
Perindopril,ACEI,14032611000001105,Perindopril 8mg/5ml oral suspension (Special Order) 1 ml (product)
Perindopril,ACEI,14057311000001102,Perindopril 8mg/5ml oral solution (product)
Perindopril,ACEI,14057411000001109,Perindopril 8mg/5ml oral suspension (product)
Perindopril,ACEI,14126011000001109,Perindopril erbumine 2mg tablets (Consilient Health Ltd) (product)
Perindopril,ACEI,14126211000001104,Perindopril erbumine 2mg tablets (Consilient Health Ltd) 30 tablet (product)
Perindopril,ACEI,14126311000001107,Perindopril erbumine 4mg tablets (Consilient Health Ltd) (product)
Perindopril,ACEI,14126811000001103,Perindopril erbumine 4mg tablets (Consilient Health Ltd) 30 tablet (product)
Perindopril,ACEI,14209511000001103,Coversyl Arginine 5mg tablets (Sigma Pharmaceuticals Plc) (product)
Perindopril,ACEI,14209611000001104,Coversyl Arginine 5mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product)
Perindopril,ACEI,15156311000001100,Perindopril erbumine 2mg tablets (Sigma Pharmaceuticals Plc) (product)
Perindopril,ACEI,15156511000001106,Perindopril erbumine 2mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product)
Perindopril,ACEI,15156711000001101,Perindopril erbumine 4mg tablets (Sigma Pharmaceuticals Plc) (product)
Perindopril,ACEI,15156911000001104,Perindopril erbumine 4mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product)
Perindopril,ACEI,15157111000001104,Perindopril erbumine 8mg tablets (Sigma Pharmaceuticals Plc) (product)
Perindopril,ACEI,15157311000001102,Perindopril erbumine 8mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product)
Perindopril,ACEI,15416811000001102,Coversyl Arginine 5mg tablets (Waymade Healthcare Plc) (product)
Perindopril,ACEI,15416911000001107,Coversyl Arginine 5mg tablets (Waymade Healthcare Plc) 30 tablet (product)
Perindopril,ACEI,15417011000001106,Coversyl Arginine 10mg tablets (Waymade Healthcare Plc) (product)
Perindopril,ACEI,15417111000001107,Coversyl Arginine 10mg tablets (Waymade Healthcare Plc) 30 tablet (product)
Perindopril,ACEI,15639011000001109,Perindopril erbumine 2mg tablets (Glenmark Generics (Europe) Ltd) (product)
Perindopril,ACEI,15639111000001105,Perindopril erbumine 2mg tablets (Glenmark Generics (Europe) Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,15639211000001104,Perindopril erbumine 4mg tablets (Glenmark Generics (Europe) Ltd) (product)
Perindopril,ACEI,15639411000001100,Perindopril erbumine 4mg tablets (Glenmark Generics (Europe) Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,15639611000001102,Perindopril erbumine 8mg tablets (Glenmark Generics (Europe) Ltd) (product)
Perindopril,ACEI,15639711000001106,Perindopril erbumine 8mg tablets (Glenmark Generics (Europe) Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,16046311000001107,Perindopril 2mg oral powder sachets 1 sachet (product)
Perindopril,ACEI,16046711000001106,Perindopril 2mg oral powder sachets (Special Order) (product)
Perindopril,ACEI,16047011000001107,Perindopril 2mg oral powder sachets (Special Order) 1 sachet (product)
Perindopril,ACEI,16075011000001104,Perindopril 2mg oral powder sachets (product)
Perindopril,ACEI + TZ,16083211000001102,Perindopril erbumine 4mg / Indapamide 1.25mg tablets (Ratiopharm UK Ltd) (product)
Perindopril,ACEI + TZ,16083411000001103,Perindopril erbumine 4mg / Indapamide 1.25mg tablets (Ratiopharm UK Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,16153911000001108,Coversyl Arginine 10mg tablets (Lexon (UK) Ltd) (product)
Perindopril,ACEI,16154011000001106,Coversyl Arginine 10mg tablets (Lexon (UK) Ltd) 30 tablet (product)
Perindopril,ACEI,16160511000001100,Coversyl Arginine 5mg tablets (Lexon (UK) Ltd) (product)
Perindopril,ACEI,16160611000001101,Coversyl Arginine 5mg tablets (Lexon (UK) Ltd) 30 tablet (product)
Perindopril,ACEI,16213611000001106,Perindopril erbumine 2mg tablets (Ranbaxy (UK) Ltd) (product)
Perindopril,ACEI,16213711000001102,Perindopril erbumine 2mg tablets (Ranbaxy (UK) Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,16213911000001100,Perindopril erbumine 4mg tablets (Ranbaxy (UK) Ltd) (product)
Perindopril,ACEI,16214011000001102,Perindopril erbumine 4mg tablets (Ranbaxy (UK) Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,16521211000001107,Coversyl Arginine 5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Perindopril,ACEI,16521511000001105,Coversyl Arginine 5mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product)
Perindopril,ACEI,16521611000001109,Coversyl Arginine 10mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Perindopril,ACEI,16521711000001100,Coversyl Arginine 10mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product)
Perindopril,ACEI + TZ,16521811000001108,Coversyl Arginine Plus 5mg/1.25mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Perindopril,ACEI + TZ,16522011000001105,Coversyl Arginine Plus 5mg/1.25mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product)
Perindopril,ACEI,16631011000001108,Perindopril erbumine 8mg tablets (Generics (UK) Ltd) (product)
Perindopril,ACEI,16631111000001109,Perindopril erbumine 8mg tablets (Generics (UK) Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,16631211000001103,Perindopril erbumine 4mg tablets (Generics (UK) Ltd) (product)
Perindopril,ACEI,16631311000001106,Perindopril erbumine 4mg tablets (Generics (UK) Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,16631411000001104,Perindopril erbumine 2mg tablets (Generics (UK) Ltd) (product)
Perindopril,ACEI,16631511000001100,Perindopril erbumine 2mg tablets (Generics (UK) Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI + TZ,16641511000001101,Perindopril erbumine 4mg / Indapamide 1.25mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Perindopril,ACEI + TZ,16641611000001102,Perindopril erbumine 4mg / Indapamide 1.25mg tablets (Alliance Healthcare (Distribution) Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,17218111000001108,Perindopril erbumine 8mg tablets (Consilient Health Ltd) (product)
Perindopril,ACEI,17218211000001102,Perindopril erbumine 8mg tablets (Consilient Health Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,17536611000001101,Coversyl Arginine 10mg tablets (Sigma Pharmaceuticals Plc) (product)
Perindopril,ACEI,17536711000001105,Coversyl Arginine 10mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product)
Perindopril,ACEI,17955511000001101,Perindopril erbumine 2mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Perindopril,ACEI,17955611000001102,Perindopril erbumine 2mg tablets (Phoenix Healthcare Distribution Ltd) 30 tablet (product)
Perindopril,ACEI,17955711000001106,Perindopril erbumine 4mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Perindopril,ACEI,17955811000001103,Perindopril erbumine 4mg tablets (Phoenix Healthcare Distribution Ltd) 30 tablet (product)
Perindopril,ACEI,17955911000001108,Perindopril erbumine 8mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Perindopril,ACEI,17956011000001100,Perindopril erbumine 8mg tablets (Phoenix Healthcare Distribution Ltd) 30 tablet (product)
Perindopril,ACEI + TZ,18225711000001102,Coversyl Arginine Plus 5mg/1.25mg tablets (Necessity Supplies Ltd) (product)
Perindopril,ACEI + TZ,18225811000001105,Coversyl Arginine Plus 5mg/1.25mg tablets (Necessity Supplies Ltd) 30 tablet (product)
Perindopril,ACEI + TZ,18311211000001107,Perindopril erbumine 4mg / Indapamide 1.25mg tablets (A A H Pharmaceuticals Ltd) (product)
Perindopril,ACEI + TZ,18311311000001104,Perindopril erbumine 4mg / Indapamide 1.25mg tablets (A A H Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,18426311000001107,Perindopril erbumine 2mg tablets (Somex Pharma) (product)
Perindopril,ACEI,18426411000001100,Perindopril erbumine 2mg tablets (Somex Pharma) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,18426911000001108,Perindopril erbumine 4mg tablets (Somex Pharma) (product)
Perindopril,ACEI,18427711000001109,Perindopril erbumine 4mg tablets (Somex Pharma) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI,18428311000001106,Perindopril erbumine 8mg tablets (Somex Pharma) (product)
Perindopril,ACEI,18428411000001104,Perindopril erbumine 8mg tablets (Somex Pharma) 30 tablet 3 x 10 tablets (product)
Perindopril,ACEI + TZ,18571111000001108,Coversyl Arginine Plus 5mg/1.25mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Perindopril,ACEI + TZ,18571211000001102,Coversyl Arginine Plus 5mg/1.25mg tablets (Doncaster Pharmaceuticals Ltd) 30 tablet (product)
Perindopril,ACEI,18571311000001105,Coversyl Arginine 10mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Perindopril,ACEI,18571411000001103,Coversyl Arginine 10mg tablets (Doncaster Pharmaceuticals Ltd) 30 tablet (product)
Perindopril,ACEI,18571511000001104,Coversyl Arginine 5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Perindopril,ACEI,18571611000001100,Coversyl Arginine 5mg tablets (Doncaster Pharmaceuticals Ltd) 30 tablet (product)
Perindopril,ACEI + TZ,18743311000001109,Coversyl Arginine Plus 5mg/1.25mg tablets (Sigma Pharmaceuticals Plc) (product)
Perindopril,ACEI + TZ,18743411000001102,Coversyl Arginine Plus 5mg/1.25mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product)
Perindopril,ACEI,19689211000001102,Perindopril erbumine 4mg tablets 60 tablet (product)
